1277 articles
+-------------------------------------------+-------------+---------+---------------+---------------+
| Titlu                                     |    Autor    |   Tip   | Numar versuri | Numar cuvinte |
| Ce n-ai voit                              | Traian Dorz |  poezie |       29      |      111      |
| Harul de a suferi                         | Traian Dorz | articol |       65      |      1046     |
| De câte ori poţi tu                       | Traian Dorz |  poezie |       26      |      114      |
| Lucrarea şi lucrătorul                    | Traian Dorz | articol |       52      |      927      |
| Dacă doi se vor ruga                      | Traian Dorz |  poezie |       26      |       95      |
| Semnele Lui...                            | Traian Dorz | articol |       67      |      927      |
| Dacă fratele-ţi greşeşte                  | Traian Dorz |  poezie |       26      |      101      |
| Un Nume şi un loc                         | Traian Dorz | articol |       60      |      1040     |
| La Ţărmul Întâlnirii                      | Traian Dorz |  poezie |       29      |      174      |
| Judecăţile lui Dumnezeu                   | Traian Dorz | articol |       68      |      1032     |
| Acum să facem                             | Traian Dorz |  poezie |       61      |      205      |
| Ce-am făcut?                              | Traian Dorz |  poezie |       35      |      114      |
| Gust şi lumină                            | Traian Dorz | articol |       62      |      1128     |
| Laudele Tale                              | Traian Dorz |  poezie |       32      |       87      |
| Lumină şi întuneric                       | Traian Dorz | articol |       52      |      1037     |
| Iubirea-i inima credinţei                 | Traian Dorz |  poezie |       29      |      103      |
| Drumul Evangheliei                        | Traian Dorz | articol |       57      |      1063     |
| Frumoasă-ai fost                          | Traian Dorz |  poezie |       35      |      115      |
| Strămoşii şi învăţămintele                | Traian Dorz | articol |       62      |      1215     |
| Tot drumul meu                            | Traian Dorz |  poezie |       26      |      135      |
| Viitorul şi răspunderea lui               | Traian Dorz | articol |       63      |      1346     |
| Tu mi-ai fost Isuse toată                 | Traian Dorz |  poezie |       29      |       81      |
| Intrusul şi moştenirea                    | Traian Dorz | articol |       52      |      1167     |
| Oricine în genunchi se suie               | Traian Dorz |  poezie |       29      |      123      |
| Minunile şi credinţa                      | Traian Dorz | articol |       47      |      1155     |
| Să nu iubesc nimic                        | Traian Dorz |  poezie |       29      |      126      |
| Mâna lui Dumnezeu                         | Traian Dorz | articol |       55      |      1000     |
| O, cer dorit                              | Traian Dorz |  poezie |       29      |      117      |
| Păcatul şi pocăinţa                       | Traian Dorz | articol |       55      |      959      |
| Cu cât mai sus                            | Traian Dorz |  poezie |       24      |      110      |
| Fapta şi încredinţarea                    | Traian Dorz | articol |       55      |      1200     |
| Cât Tatăl Sfânt lucrează                  | Traian Dorz |  poezie |       34      |      112      |
| Supărarea şi plecarea                     | Traian Dorz | articol |       54      |      1008     |
| Ia jugul lui Hristos                      | Traian Dorz |  poezie |       26      |      126      |
| Duşman şi prieten                         | Traian Dorz | articol |       64      |      1105     |
| Cei ce-au luptat                          | Traian Dorz |  poezie |       25      |      116      |
| Gelozia şi ura                            | Traian Dorz | articol |       51      |      1103     |
| Creşti cântare dulce                      | Traian Dorz |  poezie |       26      |       76      |
| Talentele şi aflarea lor                  | Traian Dorz | articol |       56      |      1059     |
| Unde-ţi cauţi tu fericirea?               | Traian Dorz |  poezie |       39      |      136      |
| Necazurile dinăuntru şi dinafară          | Traian Dorz | articol |       54      |      943      |
| Te voi iubi nemărginit                    | Traian Dorz |  poezie |       29      |      119      |
| Ploaia şi Cuvântul                        | Traian Dorz | articol |       54      |      929      |
| Aşa vom trece                             | Traian Dorz |  poezie |       26      |       94      |
| Cauza şi judecătorul                      | Traian Dorz | articol |       51      |      907      |
| Îmi amintesc plângând                     | Traian Dorz |  poezie |       31      |      144      |
| Setea şi apa                              | Traian Dorz | articol |       60      |      968      |
| Fii credincios                            | Traian Dorz |  poezie |       29      |      138      |
| Omul şi ocazia                            | Traian Dorz | articol |       62      |      914      |
| Cât ne-am încrezut în Tine                | Traian Dorz |  poezie |       29      |      105      |
| Întâmplarea şi minunea                    | Traian Dorz | articol |       57      |      977      |
| Tu nu ai pentru mine                      | Traian Dorz |  poezie |       26      |      111      |
| Mâinile lui Dumnezeu                      | Traian Dorz | articol |       51      |      1062     |
| Sunt câteodată...                         | Traian Dorz |  poezie |       34      |      151      |
| Suferinţa şi suportarea ei                | Traian Dorz | articol |       57      |      911      |
| Dumnezeule-al Credinţei                   | Traian Dorz |  poezie |       26      |       98      |
| Încredinţarea suferinţei                  | Traian Dorz | articol |       57      |      781      |
| Când Tu mi-ai împlinit                    | Traian Dorz |  poezie |       29      |      137      |
| Dacă fiecare...                           | Traian Dorz | articol |       43      |      686      |
| În Sus, ori în jos                        | Traian Dorz | articol |       44      |      752      |
| Nu te-ntrista prea mult                   | Traian Dorz |  poezie |       27      |      125      |
| Chinurile şi moartea                      | Traian Dorz | articol |       46      |      708      |
| Să fie cât de lungă noaptea!              | Traian Dorz |  poezie |       29      |      142      |
| Pustia şi izvorul                         | Traian Dorz | articol |       45      |      753      |
| Ne-am cununat                             | Traian Dorz |  poezie |       31      |      147      |
| Ceea ce vedem şi ceea ce nu               | Traian Dorz | articol |       46      |      745      |
| De trei ori pe zi                         | Traian Dorz |  poezie |       26      |      117      |
| Înăuntru şi înafară                       | Traian Dorz | articol |       49      |      750      |
| În ce loc sfânt?                          | Traian Dorz |  poezie |       26      |      131      |
| Casa Domnului şi casa durerii             | Traian Dorz | articol |       43      |      705      |
| Începutul şi Sfârşitul                    | Traian Dorz |  poezie |       34      |      119      |
| Semănaţi Cuvântul Sfânt                   | Traian Dorz |  poezie |       27      |      109      |
| Biblia, Cuvântul Sfânt                    | Traian Dorz |  poezie |       42      |      155      |
| Cuvântul lui Dumnezeu                     | Traian Dorz | articol |       43      |      744      |
| Evenimentele şi istoria noastră           | Traian Dorz | articol |       31      |      559      |
| Colaboratorul şi încrederea               | Traian Dorz | articol |       43      |      783      |
| Cei culţi - şi cei desculţi               | Traian Dorz | articol |       44      |      824      |
| Omul şi locul                             | Traian Dorz | articol |       52      |      880      |
| Taina Evangheliei                         | Traian Dorz | articol |       46      |      923      |
| Ce frumos ar fi...                        | Traian Dorz | articol |       47      |      990      |
| Hotărârile frăţeşti                       | Traian Dorz | articol |       44      |      914      |
| Ce iute trec anii                         | Traian Dorz | articol |       44      |      864      |
| Florile şi sufletele                      | Traian Dorz | articol |       50      |      846      |
| Cea mai urgentă nevoie                    | Traian Dorz | articol |       44      |      900      |
| Experienţa şi cântarea                    | Traian Dorz | articol |       44      |      973      |
| Ceea ce lipseşte sufletului               | Traian Dorz | articol |       42      |      1003     |
| Conştiinţa misiunii noastre               | Traian Dorz | articol |       43      |      891      |
| Unde sunt doi                             | Traian Dorz | articol |       44      |      892      |
| Regionalismul şi rivalismul               | Traian Dorz | articol |       44      |      803      |
| Lucrarea Duhului Sfânt                    | Traian Dorz | articol |       48      |      856      |
| Unde este poezia?                         | Traian Dorz | articol |       51      |      864      |
| Duşmanii binefăcători                     | Traian Dorz | articol |       50      |      878      |
| Seriozitatea şi lipsa ei                  | Traian Dorz | articol |       49      |      894      |
| Riscul şi izbânda                         | Traian Dorz | articol |       52      |      843      |
| Literă şi Duh                             | Traian Dorz | articol |       42      |      895      |
| Argumentul jertfei                        | Traian Dorz | articol |       44      |      690      |
| Fluviul şi Oceanul                        | Traian Dorz | articol |       41      |      881      |
| Prezentul şi viitorul                     | Traian Dorz | articol |       44      |      753      |
| Când eşti dus...                          | Traian Dorz | articol |       44      |      943      |
| Pescarii şi peştele                       | Traian Dorz | articol |       45      |      858      |
| Eternele-mi poeme                         | Traian Dorz |  poezie |       27      |      150      |
| O, Sărbătoarea Ta                         | Traian Dorz |  poezie |       26      |      100      |
| Vino Vântule Ceresc                       | Traian Dorz |  poezie |       35      |      107      |
| Trei Nume-n Unul Singur                   | Traian Dorz |  poezie |       35      |      103      |
| Pot să mă duc oriunde                     | Traian Dorz |  poezie |       26      |      129      |
| E ceru-n sărbătoare                       | Traian Dorz |  poezie |       25      |      154      |
| În fruntea luptei noastre                 | Traian Dorz |  poezie |       26      |       93      |
| Frumoasă este calea                       | Traian Dorz |  poezie |       35      |      122      |
| Alătură-te celor buni                     | Traian Dorz |  poezie |       26      |      100      |
| Tu ne-araţi Isuse Calea                   | Traian Dorz |  poezie |       29      |      152      |
| Datorită numai Ţie                        | Traian Dorz |  poezie |       26      |       86      |
| Întoarce-mi iubire                        | Traian Dorz |  poezie |       25      |      109      |
| Mă doare-adânc                            | Traian Dorz |  poezie |       29      |      127      |
| Ce loc frumos                             | Traian Dorz |  poezie |       26      |      104      |
| Te realeg pe Tine                         | Traian Dorz |  poezie |       26      |       98      |
| Isuse, unde-i locul Tău                   | Traian Dorz |  poezie |       32      |      144      |
| Cântările iubirii noastre                 | Traian Dorz |  poezie |       31      |      124      |
| Iubirea nu-ncetează                       | Traian Dorz |  poezie |       24      |      139      |
| Din Tine-i pacea dulce                    | Traian Dorz |  poezie |       26      |       84      |
| La capăt de milenii suntem                | Traian Dorz |  poezie |       26      |      189      |
| O, muncă grea                             | Traian Dorz |  poezie |       29      |      109      |
| În mersul către mâine                     | Traian Dorz |  poezie |       25      |      142      |
| Ce tineri se lumină zorii                 | Traian Dorz |  poezie |       34      |      130      |
| Frumoasă curăţie                          | Traian Dorz |  poezie |       25      |      142      |
| Doamne, ce cântare sfântă                 | Traian Dorz |  poezie |       26      |       95      |
| Numai Tu mă poţi iubi                     | Traian Dorz |  poezie |       26      |       98      |
| Să mă primească iarăşi                    | Traian Dorz |  poezie |       24      |      164      |
| Dorinţa după Tine                         | Traian Dorz |  poezie |       29      |      109      |
| Isuse izbăveşte-mi                        | Traian Dorz |  poezie |       20      |      101      |
| Isuse, - Iubire                           | Traian Dorz |  poezie |       26      |       74      |
| Ce mult îmi pare c-am trăit               | Traian Dorz |  poezie |       25      |      199      |
| Tinere vlăstare noi                       | Traian Dorz |  poezie |       26      |       88      |
| În clipele de aur                         | Traian Dorz |  poezie |       24      |      140      |
| Ce mult ai plâns                          | Traian Dorz |  poezie |       29      |      130      |
| Dacă simţi că eşti trimesul               | Traian Dorz |  poezie |       25      |      163      |
| Doamne, Ziua se-nserează                  | Traian Dorz |  poezie |       26      |      101      |
| Doamne, uneori ce taine                   | Traian Dorz |  poezie |       30      |      112      |
| Biblia, Cuvântul Sfânt                    | Traian Dorz |  poezie |       40      |      129      |
| Hristos este Taina                        | Traian Dorz |  poezie |       44      |      210      |
| Întâi să fim                              | Traian Dorz |  poezie |       35      |      135      |
| Dorim să fim                              | Traian Dorz |  poezie |       29      |      112      |
| Acum să facem                             | Traian Dorz |  poezie |       26      |       97      |
| Ce-am făcut?                              | Traian Dorz |  poezie |       35      |      114      |
| Maică Preacurată                          | Traian Dorz |  poezie |       30      |       70      |
| Izvoarele Luminii                         | Traian Dorz |  poezie |       24      |      128      |
| Pâinea Vie                                | Traian Dorz |  poezie |       29      |       91      |
| Spre-nţelegerea străbună                  | Traian Dorz |  poezie |       27      |       96      |
| Pacea sufletelor nalte                    | Traian Dorz |  poezie |       27      |      100      |
| Tu Care-ntreci                            | Traian Dorz |  poezie |       23      |       73      |
+-------------------------------------------+-------------+---------+---------------+---------------+
